anio,sem,enfermedad,casos,cie
2014,30,hiperplasia de prostata,1166,n40
2014,30,hipertension arterial,8425,i10-i15
2014,30,hipotermia,4,t68
2014,30,infeccion asintomatica por vih,157,z21
2014,30,infeccion de vias urinarias,82518,n30
2014,30,infeccion gonococica genitourinaria,29,a54.0-a54.2
2014,30,infeccion por virus de papiloma humano,579,b97.7
2014,30,infecciones intestinales por otros organismos,106749,a04
2014,30,infecciones invasivas por haemophilus influenzae,1,a41.3
2014,30,infecciones respiratorias agudas,391048,j00-j06
2014,30,influenza,16,j09-j11
2014,30,insuficiencia venosa periferica,2521,i87.2
2014,30,intoxicacion aguda por alcohol,786,f10.0
2014,30,intoxicacion alimentaria bacteriana,661,a05
2014,30,intoxicacion por monoxido de carbono,0,t58
2014,30,intoxicacion por picadura de alacran,5784,t63.2
2014,30,intoxicacion por plaguicidas,152,t60
2014,30,intoxicacion por ponzona de animales,1217,t63x21
2014,30,labio y paladar hendido,23,q35-q37
2014,30,leishmaniasis cutanea,7,b55.1
2014,30,leishmaniasis visceral,0,b55.0
2014,30,lepra,0,a30
2014,30,leptospirosis,5,a27
2014,30,linfogranuloma venereo por clamidias,3,a55
2014,30,mal del pinto,11,a67
2014,30,meningitis meningococica,1,a39.0
2014,30,meningitis,18,g00-g03
2014,30,meningoencefalitis amebiana primaria,1,b60.2
2014,30,mordeduras por otros mamiferos,223,w55
2014,30,mordeduras por perro,2382,w54
2014,30,mordeduras por serpiente,138,x20
2014,30,neumonias y bronconeumonias,2500,j12
2014,30,obesidad,7593,e66
2014,30,oncocercosis,0,b73
2014,30,otitis media aguda,10380,h65.0-h65.1
2014,30,otras helmintiasis,4477,b65-b67
2014,30,otras hepatitis viricas,32,b17-b19
2014,30,otras infecciones intestinales debidas a protozoarios,1446,a07.0
2014,30,otras rickettsiosis,30,a75.9
2014,30,otras salmonelosis,1426,a02
2014,30,paludismo por p. falciparum,0,b50
2014,30,paludismo por p. vivax,20,b51
2014,30,paralisis flacida aguda,17,u98
2014,30,parotiditis infecciosa,94,b26
2014,30,peaton lesionado en accidente de transporte,400,v01-v09
2014,30,quemaduras,2470,t20-t32
2014,30,rubeola congenita,0,p35.0
2014,30,rubeola,0,b06
2014,30,shigelosis,169,a03
2014,30,sida,86,b20-b24
2014,30,sifilis adquirida,62,a51-a53
2014,30,sifilis congenita,0,a50
2014,30,sindrome coqueluchoide,18,u99
2014,30,sindrome febril,1381,r50
2014,30,teniasis,1,b68
2014,30,tetanos neonatal,0,a33
2014,30,tetanos,1,a34
2014,30,tifo epidemico,1,a75.0
2014,30,tifo murino,0,a75.2
2014,30,tos ferina,11,a37
2014,30,toxoplasmosis,1,b58
2014,30,tracoma,3,a71
2014,30,tricomoniasis urogenital,1546,a59.0
2014,30,tripanosomiasis americana,18,b57
2014,30,triquinosis,0,b75
2014,30,tuberculosis otras formas,43,a17.1
2014,30,tuberculosis respiratoria,253,a15-a16
2014,30,tumor maligno de la mama,189,c50
2014,30,tumor maligno del cuello del utero,46,c53
2014,30,ulceras gastritis y duodenitis,27834,k25-k29
2014,30,varicela,3321,b01
2014,30,vulvovaginitis inespecifica,7583,a76.0
2014,31,absceso hepatico amebiano,12,a06.4
2014,31,accidente de transporte en vehiculos con motor,2052,v20-v29 v40-v79
2014,31,adicciones,136,f10-f19
2014,31,afeccion nosocomial,214,y95
2014,31,amebiasis intestinal,5853,a06.0-a06.3
2014,31,anencefalia,4,q00
2014,31,anorexia y bulimia,44,f50
2014,31,ascariasis,1064,b77
2014,31,asma,4494,j45
2014,31,bocio,23,e01
2014,31,brucelosis,65,a23
2014,31,candidiasis urogenital,4835,b37.3-b37.4
2014,31,chancro blando,12,a57
2014,31,cirrosis hepatica,0,k70.3
2014,31,cisticercosis,14,b69
2014,31,colera,0,a00
2014,31,conjuntivitis epidemica aguda hemorragica,7,b30.3
2014,31,conjuntivitis,8560,h10
2014,31,contacto traumatico con avispas,172,sc_contacto traumatico con avispas
2014,31,dengue clasico,383,a90
2014,31,depresion,1429,f32
2014,31,desnutricion leve,2482,e44.1
2014,31,desnutricion moderada,392,e44.0
2014,31,desnutricion severa,153,e40-e43
2014,31,diabetes mellitus en el embarazo,234,o24.4
2014,31,diabetes mellitus insulinodependiente (tipo i),42,e10
2014,31,diabetes mellitus no insulinodependiente (tipo ii),7188,e11-e14
2014,31,displasia cervical leve y moderada,646,n87.0-n87.1
2014,31,displasia cervical severa y cacu in situ,61,n87.2
2014,31,edema proteinuria y otros transt. hipertensivos en el embarazo,939,sc_edema proteinuria y otros transt. hipertensivos en el embarazo
2014,31,efectos adversos temporalmente asociados a vacunas,27,y58
2014,31,efectos del calor y de la luz,114,t67
2014,31,encefalocele,2,q01
2014,31,enfermedad alcoholica del higado,232,k70
2014,31,enfermedad cerebrovascular,763,i60-i67
2014,31,enfermedad de alzheimer,40,g30
2014,31,enfermedad de parkinson,100,g20
2014,31,enfermedad febril exantematica,64,u97
2014,31,enfermedad invasiva por neumococo,1,a40.3
2014,31,enfermedad isquemica del corazon,993,i20
2014,31,enfermedades infecciosas intestinales,114130,a01-a03
2014,31,enteritis debida a rotavirus,40,a08.0
2014,31,enterobiasis,256,b80
2014,31,erisipela,225,a46
2014,31,escabiosis,1655,b86
2014,31,escarlatina,71,a38
2014,31,espina bifida,4,q05
2014,31,faringitis y amigdalitis estreptococicas,2321,j02.0
2014,31,fiebre manchada,5,a77.0
2014,31,fiebre paratifoidea,375,a01.1-a02
2014,31,fiebre reumatica aguda,11,i00-i02
2014,31,fiebre tifoidea,1029,a01.0
2014,31,giardiasis,231,a07.1
2014,31,gingivitis y enfermedad periodontal,21299,k05
2014,31,hepatitis virica a,198,b15
2014,31,hepatitis virica b,25,b16
2014,31,hepatitis virica c,44,b17.1
2014,31,herpes genital,82,a60.0
2014,31,hiperplasia de prostata,1066,n40
2014,31,hipertension arterial,8625,i10-i15
2014,31,hipotermia,4,t68
2014,31,infeccion asintomatica por vih,118,z21
2014,31,infeccion de vias urinarias,83362,n30
2014,31,infeccion gonococica genitourinaria,25,a54.0-a54.2
2014,31,infeccion por virus de papiloma humano,505,b97.7
2014,31,infecciones intestinales por otros organismos,102575,a04
2014,31,infecciones invasivas por haemophilus influenzae,0,a41.3
2014,31,infecciones respiratorias agudas,370834,j00-j06
2014,31,influenza,26,j09-j11
2014,31,insuficiencia venosa periferica,2688,i87.2
2014,31,intoxicacion aguda por alcohol,823,f10.0
2014,31,intoxicacion alimentaria bacteriana,825,a05
2014,31,intoxicacion por monoxido de carbono,1,t58
2014,31,intoxicacion por picadura de alacran,6115,t63.2
2014,31,intoxicacion por plaguicidas,126,t60
2014,31,intoxicacion por ponzona de animales,1217,t63x21
2014,31,labio y paladar hendido,31,q35-q37
2014,31,leishmaniasis cutanea,14,b55.1
2014,31,leishmaniasis visceral,0,b55.0
2014,31,lepra,1,a30
2014,31,leptospirosis,4,a27
2014,31,linfogranuloma venereo por clamidias,4,a55
2014,31,mal del pinto,8,a67
2014,31,meningitis meningococica,1,a39.0
2014,31,meningitis,15,g00-g03
2014,31,meningoencefalitis amebiana primaria,0,b60.2
2014,31,mordeduras por otros mamiferos,231,w55
2014,31,mordeduras por perro,2502,w54
2014,31,mordeduras por serpiente,136,x20
2014,31,neumonias y bronconeumonias,1986,j12
2014,31,obesidad,7623,e66
2014,31,oncocercosis,0,b73
2014,31,otitis media aguda,11313,h65.0-h65.1
2014,31,otras helmintiasis,4667,b65-b67
2014,31,otras hepatitis viricas,44,b17-b19
2014,31,otras infecciones intestinales debidas a protozoarios,1586,a07.0
2014,31,otras rickettsiosis,17,a75.9
2014,31,otras salmonelosis,1472,a02
2014,31,paludismo por p. falciparum,0,b50
2014,31,paludismo por p. vivax,2,b51
2014,31,paralisis flacida aguda,13,u98
2014,31,parotiditis infecciosa,94,b26
2014,31,peaton lesionado en accidente de transporte,485,v01-v09
2014,31,quemaduras,2562,t20-t32
2014,31,rubeola congenita,0,p35.0
2014,31,rubeola,2,b06
2014,31,shigelosis,144,a03
2014,31,sida,60,b20-b24
2014,31,sifilis adquirida,76,a51-a53
2014,31,sifilis congenita,2,a50
2014,31,sindrome coqueluchoide,42,u99
2014,31,sindrome febril,1497,r50
2014,31,teniasis,2,b68
2014,31,tetanos neonatal,1,a33
2014,31,tetanos,1,a34
2014,31,tifo epidemico,0,a75.0
2014,31,tifo murino,3,a75.2
2014,31,tos ferina,6,a37
2014,31,toxoplasmosis,6,b58
2014,31,tracoma,0,a71
2014,31,tricomoniasis urogenital,1475,a59.0
2014,31,tripanosomiasis americana,4,b57
2014,31,triquinosis,0,b75
2014,31,tuberculosis otras formas,52,a17.1
2014,31,tuberculosis respiratoria,300,a15-a16
2014,31,tumor maligno de la mama,178,c50
2014,31,tumor maligno del cuello del utero,65,c53
2014,31,ulceras gastritis y duodenitis,27628,k25-k29
2014,31,varicela,3175,b01
2014,31,vulvovaginitis inespecifica,7572,a76.0
2014,32,absceso hepatico amebiano,9,a06.4
2014,32,accidente de transporte en vehiculos con motor,2182,v20-v29 v40-v79
2014,32,adicciones,110,f10-f19
2014,32,afeccion nosocomial,210,y95
2014,32,amebiasis intestinal,5910,a06.0-a06.3
2014,32,anencefalia,1,q00
2014,32,anorexia y bulimia,43,f50
2014,32,ascariasis,1081,b77
2014,32,asma,4090,j45
2014,32,bocio,8,e01
2014,32,brucelosis,34,a23
2014,32,candidiasis urogenital,3910,b37.3-b37.4
2014,32,chancro blando,11,a57
2014,32,cirrosis hepatica,0,k70.3
2014,32,cisticercosis,4,b69
2014,32,colera,0,a00
2014,32,conjuntivitis epidemica aguda hemorragica,6,b30.3
2014,32,conjuntivitis,8015,h10
2014,32,contacto traumatico con avispas,165,sc_contacto traumatico con avispas
2014,32,dengue clasico,450,a90
2014,32,depresion,1194,f32
2014,32,desnutricion leve,2168,e44.1
2014,32,desnutricion moderada,282,e44.0
2014,32,desnutricion severa,88,e40-e43
2014,32,diabetes mellitus en el embarazo,187,o24.4
2014,32,diabetes mellitus insulinodependiente (tipo i),49,e10
2014,32,diabetes mellitus no insulinodependiente (tipo ii),6590,e11-e14
2014,32,displasia cervical leve y moderada,567,n87.0-n87.1
2014,32,displasia cervical severa y cacu in situ,63,n87.2
2014,32,edema proteinuria y otros transt. hipertensivos en el embarazo,909,sc_edema proteinuria y otros transt. hipertensivos en el embarazo
2014,32,efectos adversos temporalmente asociados a vacunas,27,y58
2014,32,efectos del calor y de la luz,120,t67
2014,32,encefalocele,0,q01
2014,32,enfermedad cerebrovascular,785,i60-i67
2014,32,enfermedad de alzheimer,35,g30
2014,32,enfermedad de parkinson,111,g20
2014,32,enfermedad febril exantematica,0,u97
2014,32,enfermedad invasiva por neumococo,0,a40.3
2014,32,enfermedad isquemica del corazon,1086,i20
2014,32,enfermedades infecciosas intestinales,107986,a01-a03
2014,32,enteritis debida a rotavirus,46,a08.0
2014,32,enterobiasis,188,b80
2014,32,erisipela,241,a46
2014,32,escabiosis,1368,b86
2014,32,escarlatina,68,a38
2014,32,espina bifida,6,q05
2014,32,faringitis y amigdalitis estreptococicas,2649,j02.0
2014,32,fiebre manchada,8,a77.0
2014,32,fiebre paratifoidea,299,a01.1-a02
2014,32,fiebre reumatica aguda,17,i00-i02
2014,32,fiebre tifoidea,980,a01.0
2014,32,giardiasis,229,a07.1
2014,32,gingivitis y enfermedad periodontal,20534,k05
2014,32,hepatitis virica a,230,b15
2014,32,hepatitis virica b,13,b16
2014,32,hepatitis virica c,42,b17.1
2014,32,herpes genital,91,a60.0
2014,32,hiperplasia de prostata,1085,n40
2014,32,hipertension arterial,7706,i10-i15
2014,32,hipotermia,1,t68
2014,32,infeccion asintomatica por vih,122,z21
2014,32,infeccion de vias urinarias,80366,n30
2014,32,infeccion gonococica genitourinaria,34,a54.0-a54.2
2014,32,infeccion por virus de papiloma humano,498,b97.7
2014,32,infecciones intestinales por otros organismos,96881,a04
2014,32,infecciones invasivas por haemophilus influenzae,6,a41.3
2014,32,infecciones respiratorias agudas,336066,j00-j06
2014,32,influenza,18,j09-j11
2014,32,insuficiencia venosa periferica,2554,i87.2
2014,32,intoxicacion aguda por alcohol,820,f10.0
2014,32,intoxicacion alimentaria bacteriana,697,a05
2014,32,intoxicacion por monoxido de carbono,6,t58
2014,32,intoxicacion por picadura de alacran,5707,t63.2
2014,32,intoxicacion por plaguicidas,116,t60
2014,32,intoxicacion por ponzona de animales,1068,t63x21
2014,32,labio y paladar hendido,45,q35-q37
2014,32,leishmaniasis cutanea,5,b55.1
2014,32,leishmaniasis visceral,3,b55.0
2014,32,lepra,5,a30
2014,32,leptospirosis,8,a27
2014,32,linfogranuloma venereo por clamidias,11,a55
2014,32,mal del pinto,12,a67
2014,32,meningitis meningococica,1,a39.0
2014,32,meningitis,18,g00-g03
2014,32,meningoencefalitis amebiana primaria,0,b60.2
2014,32,mordeduras por otros mamiferos,193,w55
2014,32,mordeduras por perro,2281,w54
2014,32,mordeduras por serpiente,128,x20
2014,32,neumonias y bronconeumonias,2024,j12
2014,32,obesidad,7048,e66
2014,32,oncocercosis,0,b73
2014,32,otitis media aguda,10646,h65.0-h65.1
2014,32,otras helmintiasis,5105,b65-b67
2014,32,otras hepatitis viricas,28,b17-b19
2014,32,otras infecciones intestinales debidas a protozoarios,1365,a07.0
2014,32,otras rickettsiosis,40,a75.9
2014,32,otras salmonelosis,1432,a02
2014,32,paludismo por p. falciparum,0,b50
2014,32,paludismo por p. vivax,17,b51
2014,32,paralisis flacida aguda,12,u98
2014,32,parotiditis infecciosa,66,b26
2014,32,peaton lesionado en accidente de transporte,340,v01-v09
2014,32,quemaduras,2618,t20-t32
2014,32,rubeola congenita,0,p35.0
2014,32,rubeola,1,b06
2014,32,shigelosis,147,a03
2014,32,sida,168,b20-b24
2014,32,sifilis adquirida,49,a51-a53
2014,32,sifilis congenita,2,a50
2014,32,sindrome coqueluchoide,66,u99
2014,32,sindrome febril,1394,r50
2014,32,teniasis,1,b68
2014,32,tetanos neonatal,0,a33
2014,32,tetanos,0,a34
2014,32,tifo epidemico,0,a75.0
2014,32,tifo murino,0,a75.2
2014,32,tos ferina,12,a37
2014,32,toxoplasmosis,2,b58
2014,32,tracoma,1,a71
2014,32,tricomoniasis urogenital,1341,a59.0
2014,32,tripanosomiasis americana,3,b57
2014,32,triquinosis,0,b75
2014,32,tuberculosis otras formas,61,a17.1
2014,32,tuberculosis respiratoria,274,a15-a16
2014,32,tumor maligno de la mama,202,c50
2014,32,tumor maligno del cuello del utero,46,c53
2014,32,ulceras gastritis y duodenitis,27202,k25-k29
2014,32,varicela,2778,b01
2014,32,vulvovaginitis inespecifica,6877,a76.0
2014,33,absceso hepatico amebiano,10,a06.4
2014,33,accidente de transporte en vehiculos con motor,1799,v20-v29 v40-v79
2014,33,adicciones,113,f10-f19
2014,33,afeccion nosocomial,126,y95
2014,33,amebiasis intestinal,5858,a06.0-a06.3
2014,33,anencefalia,5,q00
2014,33,anorexia y bulimia,43,f50
2014,33,ascariasis,1147,b77
2014,33,asma,3907,j45
2014,33,bocio,15,e01
2014,33,brucelosis,55,a23
2014,33,candidiasis urogenital,4534,b37.3-b37.4
2014,33,chancro blando,7,a57
2014,33,cirrosis hepatica,0,k70.3
2014,33,cisticercosis,2,b69
2014,33,colera,0,a00
2014,33,conjuntivitis epidemica aguda hemorragica,24,b30.3
2014,33,conjuntivitis,7993,h10
2014,33,contacto traumatico con avispas,184,sc_contacto traumatico con avispas
2014,33,dengue clasico,438,a90
2014,33,depresion,1318,f32
2014,33,desnutricion leve,2348,e44.1
2014,33,desnutricion moderada,298,e44.0
2014,33,desnutricion severa,118,e40-e43
2014,33,diabetes mellitus en el embarazo,213,o24.4
2014,33,diabetes mellitus insulinodependiente (tipo i),49,e10
2014,33,diabetes mellitus no insulinodependiente (tipo ii),6898,e11-e14
2014,33,displasia cervical leve y moderada,695,n87.0-n87.1
2014,33,displasia cervical severa y cacu in situ,64,n87.2
2014,33,edema proteinuria y otros transt. hipertensivos en el embarazo,991,sc_edema proteinuria y otros transt. hipertensivos en el embarazo
2014,33,efectos adversos temporalmente asociados a vacunas,21,y58
2014,33,efectos del calor y de la luz,80,t67
2014,33,encefalocele,1,q01
2014,33,enfermedad cerebrovascular,740,i60-i67
2014,33,enfermedad de alzheimer,26,g30
2014,33,enfermedad de parkinson,108,g20
2014,33,enfermedad febril exantematica,0,u97
2014,33,enfermedad invasiva por neumococo,2,a40.3
2014,33,enfermedad isquemica del corazon,1027,i20
2014,33,enfermedades infecciosas intestinales,108000,a01-a03
2014,33,enteritis debida a rotavirus,63,a08.0
2014,33,enterobiasis,238,b80
2014,33,erisipela,232,a46
2014,33,escabiosis,1245,b86
2014,33,escarlatina,62,a38
2014,33,espina bifida,5,q05
2014,33,faringitis y amigdalitis estreptococicas,2197,j02.0
2014,33,fiebre manchada,3,a77.0
2014,33,fiebre paratifoidea,246,a01.1-a02
2014,33,fiebre reumatica aguda,28,i00-i02
2014,33,fiebre tifoidea,1061,a01.0
2014,33,giardiasis,232,a07.1
2014,33,gingivitis y enfermedad periodontal,21712,k05
2014,33,hepatitis virica a,207,b15
2014,33,hepatitis virica b,10,b16
2014,33,hepatitis virica c,39,b17.1
2014,33,herpes genital,81,a60.0
2014,33,hiperplasia de prostata,1152,n40
2014,33,hipertension arterial,8179,i10-i15
2014,33,hipotermia,2,t68
2014,33,infeccion asintomatica por vih,127,z21
2014,33,infeccion de vias urinarias,83522,n30
2014,33,infeccion gonococica genitourinaria,23,a54.0-a54.2
2014,33,infeccion por virus de papiloma humano,531,b97.7
2014,33,infecciones intestinales por otros organismos,96659,a04
2014,33,infecciones invasivas por haemophilus influenzae,5,a41.3
2014,33,infecciones respiratorias agudas,326775,j00-j06
2014,33,influenza,23,j09-j11
2014,33,insuficiencia venosa periferica,2466,i87.2
2014,33,intoxicacion aguda por alcohol,552,f10.0
2014,33,intoxicacion alimentaria bacteriana,709,a05
2014,33,intoxicacion por monoxido de carbono,1,t58
2014,33,intoxicacion por picadura de alacran,5180,t63.2
2014,33,intoxicacion por plaguicidas,102,t60
2014,33,intoxicacion por ponzona de animales,1120,t63x21
2014,33,labio y paladar hendido,36,q35-q37
2014,33,leishmaniasis cutanea,4,b55.1
2014,33,leishmaniasis visceral,0,b55.0
2014,33,lepra,1,a30
2014,33,leptospirosis,10,a27
2014,33,linfogranuloma venereo por clamidias,7,a55
2014,33,mal del pinto,6,a67
2014,33,meningitis meningococica,4,a39.0
2014,33,meningitis,25,g00-g03
2014,33,meningoencefalitis amebiana primaria,0,b60.2
2014,33,mordeduras por otros mamiferos,166,w55
2014,33,mordeduras por perro,2352,w54
2014,33,mordeduras por serpiente,144,x20
2014,33,neumonias y bronconeumonias,1832,j12
2014,33,obesidad,7506,e66
2014,33,oncocercosis,0,b73
2014,33,otitis media aguda,10891,h65.0-h65.1
2014,33,otras helmintiasis,4739,b65-b67
2014,33,otras hepatitis viricas,38,b17-b19
2014,33,otras infecciones intestinales debidas a protozoarios,1541,a07.0
2014,33,otras rickettsiosis,18,a75.9
2014,33,otras salmonelosis,1517,a02
2014,33,paludismo por p. falciparum,0,b50
2014,33,paludismo por p. vivax,11,b51
2014,33,paralisis flacida aguda,13,u98
2014,33,parotiditis infecciosa,71,b26
2014,33,peaton lesionado en accidente de transporte,479,v01-v09
2014,33,quemaduras,2588,t20-t32
2014,33,rubeola congenita,0,p35.0
2014,33,rubeola,1,b06
2014,33,shigelosis,114,a03
2014,33,sida,101,b20-b24
2014,33,sifilis adquirida,49,a51-a53
2014,33,sifilis congenita,4,a50
2014,33,sindrome coqueluchoide,13,u99
2014,33,sindrome febril,1253,r50
2014,33,teniasis,15,b68
2014,33,tetanos neonatal,0,a33
2014,33,tetanos,0,a34
2014,33,tifo epidemico,0,a75.0
2014,33,tifo murino,4,a75.2
2014,33,tos ferina,18,a37
2014,33,toxoplasmosis,1,b58
2014,33,tracoma,0,a71
2014,33,tricomoniasis urogenital,1529,a59.0
2014,33,tripanosomiasis americana,9,b57
2014,33,triquinosis,0,b75
2014,33,tuberculosis otras formas,56,a17.1
2014,33,tuberculosis respiratoria,291,a15-a16
2014,33,tumor maligno de la mama,146,c50
2014,33,tumor maligno del cuello del utero,56,c53
2014,33,ulceras gastritis y duodenitis,28119,k25-k29
2014,33,varicela,2568,b01
2014,33,vulvovaginitis inespecifica,7531,a76.0
2014,34,accidente de transporte en vehiculos con motor,2517,v20-v29 v40-v79
2014,34,adicciones,105,f10-f19
2014,34,afeccion nosocomial,182,y95
2014,34,amebiasis intestinal,6565,a06.0-a06.3
2014,34,anencefalia,3,q00
2014,34,anorexia y bulimia,34,f50
2014,34,ascariasis,1317,b77
2014,34,asma,3900,j45
2014,34,bocio,50,e01
2014,34,brucelosis,67,a23
2014,34,candidiasis urogenital,5100,b37.3-b37.4
2014,34,chancro blando,13,a57
2014,34,cirrosis hepatica,0,k70.3
2014,34,cisticercosis,2,b69
2014,34,colera,0,a00
2014,34,conjuntivitis epidemica aguda hemorragica,32,b30.3
2014,34,conjuntivitis,8377,h10
2014,34,contacto traumatico con avispas,177,sc_contacto traumatico con avispas
2014,34,dengue clasico,661,a90
2014,34,depresion,1551,f32
2014,34,desnutricion leve,2713,e44.1
2014,34,desnutricion moderada,370,e44.0
2014,34,desnutricion severa,95,e40-e43
2014,34,diabetes mellitus en el embarazo,177,o24.4
2014,34,diabetes mellitus insulinodependiente (tipo i),56,e10
2014,34,diabetes mellitus no insulinodependiente (tipo ii),7366,e11-e14
2014,34,displasia cervical leve y moderada,692,n87.0-n87.1
2014,34,displasia cervical severa y cacu in situ,77,n87.2
2014,34,edema proteinuria y otros transt. hipertensivos en el embarazo,986,sc_edema proteinuria y otros transt. hipertensivos en el embarazo
2014,34,efectos adversos temporalmente asociados a vacunas,15,y58
2014,34,efectos del calor y de la luz,101,t67
2014,34,encefalocele,2,q01
2014,34,enfermedad alcoholica del higado,211,k70
2014,34,enfermedad cerebrovascular,806,i60-i67
2014,34,enfermedad de alzheimer,36,g30
2014,34,enfermedad de parkinson,92,g20
2014,34,enfermedad febril exantematica,152,u97
2014,34,enfermedad isquemica del corazon,1070,i20
2014,34,enfermedades infecciosas intestinales,110659,a01-a03
2014,34,enteritis debida a rotavirus,62,a08.0
2014,34,enterobiasis,321,b80
2014,34,erisipela,229,a46
2014,34,escabiosis,1395,b86
2014,34,escarlatina,46,a38
2014,34,espina bifida,6,q05
2014,34,faringitis y amigdalitis estreptococicas,2427,j02.0
2014,34,fiebre manchada,4,a77.0
2014,34,fiebre paratifoidea,348,a01.1-a02
2014,34,fiebre reumatica aguda,32,i00-i02
2014,34,fiebre tifoidea,1054,a01.0
2014,34,gingivitis y enfermedad periodontal,22566,k05
2014,34,hepatitis virica a,252,b15
2014,34,hepatitis virica b,18,b16
2014,34,hepatitis virica c,43,b17.1
2014,34,herpes genital,81,a60.0
2014,34,hiperplasia de prostata,1120,n40
2014,34,hipertension arterial,8699,i10-i15
2014,34,hipotermia,6,t68
2014,34,infeccion asintomatica por vih,133,z21
2014,34,infeccion de vias urinarias,85699,n30
2014,34,infeccion gonococica genitourinaria,36,a54.0-a54.2
2014,34,infeccion por virus de papiloma humano,638,b97.7
2014,34,infecciones intestinales por otros organismos,98458,a04
2014,34,infecciones invasivas por haemophilus influenzae,1,a41.3
2014,34,infecciones respiratorias agudas,329343,j00-j06
2014,34,influenza,21,j09-j11
2014,34,insuficiencia venosa periferica,2558,i87.2
2014,34,intoxicacion aguda por alcohol,803,f10.0
2014,34,intoxicacion por monoxido de carbono,0,t58
2014,34,intoxicacion por picadura de alacran,5250,t63.2
2014,34,intoxicacion por plaguicidas,95,t60
2014,34,intoxicacion por ponzona de animales,1182,t63x21
2014,34,labio y paladar hendido,33,q35-q37
2014,34,leishmaniasis cutanea,9,b55.1
2014,34,leishmaniasis visceral,0,b55.0
2014,34,lepra,2,a30
2014,34,leptospirosis,4,a27
2014,34,linfogranuloma venereo por clamidias,9,a55
2014,34,mal del pinto,9,a67
2014,34,meningitis meningococica,1,a39.0
2014,34,meningitis,11,g00-g03
2014,34,meningoencefalitis amebiana primaria,0,b60.2
2014,34,mordeduras por otros mamiferos,186,w55
2014,34,mordeduras por perro,2199,w54
2014,34,mordeduras por serpiente,166,x20
2014,34,neumonias y bronconeumonias,1975,j12
2014,34,obesidad,7820,e66
2014,34,oncocercosis,0,b73
2014,34,otitis media aguda,11149,h65.0-h65.1
2014,34,otras helmintiasis,4928,b65-b67
2014,34,otras hepatitis viricas,38,b17-b19
2014,34,otras rickettsiosis,31,a75.9
2014,34,otras salmonelosis,1513,a02
2014,34,paludismo por p. falciparum,0,b50
2014,34,paludismo por p. vivax,8,b51
2014,34,paralisis flacida aguda,8,u98
2014,34,parotiditis infecciosa,69,b26
2014,34,peaton lesionado en accidente de transporte,472,v01-v09
2014,34,quemaduras,2649,t20-t32
2014,34,rubeola congenita,0,p35.0
2014,34,rubeola,0,b06
2014,34,shigelosis,133,a03
2014,34,sida,87,b20-b24
2014,34,sifilis adquirida,70,a51-a53
2014,34,sifilis congenita,3,a50
2014,34,sindrome coqueluchoide,50,u99
2014,34,sindrome febril,1582,r50
2014,34,teniasis,2,b68
2014,34,tetanos neonatal,0,a33
2014,34,tetanos,0,a34
2014,34,tifo epidemico,0,a75.0
2014,34,tifo murino,2,a75.2
2014,34,tos ferina,4,a37
2014,34,toxoplasmosis,0,b58
2014,34,tracoma,0,a71
2014,34,tricomoniasis urogenital,1499,a59.0
2014,34,tripanosomiasis americana,8,b57
2014,34,triquinosis,0,b75
2014,34,tuberculosis otras formas,45,a17.1
2014,34,tuberculosis respiratoria,259,a15-a16
2014,34,tumor maligno de la mama,210,c50
2014,34,tumor maligno del cuello del utero,51,c53
2014,34,ulceras gastritis y duodenitis,29155,k25-k29
2014,34,varicela,2546,b01
2014,34,vulvovaginitis inespecifica,8184,a76.0
2014,35,accidente de transporte en vehiculos con motor,2337,v20-v29 v40-v79
2014,35,adicciones,117,f10-f19
2014,35,afeccion nosocomial,160,y95
2014,35,amebiasis intestinal,5920,a06.0-a06.3
2014,35,anencefalia,5,q00
2014,35,anorexia y bulimia,31,f50
2014,35,ascariasis,1121,b77
2014,35,asma,3974,j45
2014,35,bocio,19,e01
2014,35,brucelosis,58,a23
2014,35,candidiasis urogenital,5049,b37.3-b37.4
2014,35,chancro blando,8,a57
2014,35,cirrosis hepatica,0,k70.3
2014,35,cisticercosis,1,b69
2014,35,colera,0,a00
2014,35,conjuntivitis epidemica aguda hemorragica,12,b30.3
2014,35,conjuntivitis,8435,h10
2014,35,contacto traumatico con avispas,176,sc_contacto traumatico con avispas
2014,35,dengue clasico,655,a90
2014,35,depresion,1588,f32
2014,35,desnutricion leve,2404,e44.1
2014,35,desnutricion moderada,372,e44.0
2014,35,desnutricion severa,144,e40-e43
2014,35,diabetes mellitus en el embarazo,178,o24.4
2014,35,diabetes mellitus insulinodependiente (tipo i),45,e10
2014,35,diabetes mellitus no insulinodependiente (tipo ii),7603,e11-e14
2014,35,displasia cervical leve y moderada,640,n87.0-n87.1
2014,35,displasia cervical severa y cacu in situ,75,n87.2
2014,35,edema proteinuria y otros transt. hipertensivos en el embarazo,1016,sc_edema proteinuria y otros transt. hipertensivos en el embarazo
2014,35,efectos adversos temporalmente asociados a vacunas,22,y58
2014,35,efectos del calor y de la luz,56,t67
2014,35,encefalocele,1,q01
2014,35,enfermedad cerebrovascular,744,i60-i67
2014,35,enfermedad de alzheimer,38,g30
2014,35,enfermedad de parkinson,115,g20
2014,35,enfermedad febril exantematica,112,u97
2014,35,enfermedad isquemica del corazon,1071,i20
2014,35,enfermedades infecciosas intestinales,110560,a01-a03
2014,35,enteritis debida a rotavirus,48,a08.0
2014,35,enterobiasis,300,b80
